Approach1,Approach2
4.078404904403068,4.437752664524772
1.4795316500126348,1.4795316500126348
3.648013806819337,5.7228855885982
2.311121778792305,3.1975769111989973
2.1693310060879294,2.1693310060879294
4.352030930699793,4.352030930699793
2.6205767003801284,2.6205767003801284
4.172753479691111,4.172753479691111
4.527813911427049,4.527813911427049
4.7037785616556835,4.7037785616556835
2.544454941942343,2.544454941942343
1.415707861722559,2.949086217481429
3.436317789384178,3.436317789384178
1.2610324184626875,1.2610324184626875
1.5715736998136847,1.5715736998136847
4.194103846403179,4.194103846403179
3.734183980584177,3.734183980584177
2.7115082167446625,5.299382151343795
5.178629026875742,5.178629026875742
3.6346373516201873,3.6346373516201873
2.7054094168231106,2.7054094168231106
3.4780108675204495,3.4780108675204495
3.9906487461122238,3.9906487461122238
5.030108915805691,5.030108915805691
3.1688996196189594,3.8469111342454454
3.467264410905435,4.332757919886721
4.531640547357009,6.025774123411315
5.311438205328014,5.311438205328014
2.8095294132795687,2.8095294132795687
2.719325252593692,1.4923498502396053
3.0213143302626984,3.0213143302626984
4.978854198572174,4.978854198572174
5.62488417752486,5.430649071050915
2.1629895248686912,2.1629895248686912
1.9841776071935406,1.9841776071935406
4.7550477204008565,4.7550477204008565
2.57490854846414,2.57490854846414
2.0470269700223174,2.0470269700223174
1.9508754867928075,1.9508754867928075
2.846491128627325,2.846491128627325
3.161563669571963,3.161563669571963
2.14609469535615,2.14609469535615
1.8308411097373707,2.136139936445418
2.4223035172604477,2.4223035172604477
4.475346289616522,4.475346289616522
4.430598982701427,2.0391546665217275
3.9426349062746135,3.9426349062746135
1.7359163416861647,1.7359163416861647
3.1383272711111445,3.1383272711111445
2.6378479279308316,2.6378479279308316
4.612527189123341,4.612527189123341
2.2173949749232134,2.2173949749232134
3.8716483473733527,3.99384579061279
2.1095766464947068,2.1095766464947068
3.6866851449875604,3.6866851449875604
2.187364452984128,3.8081864609215117
1.6013166100378071,1.6013166100378071
1.7494909019994183,1.7494909019994183
3.512181761982137,3.512181761982137
2.3808942452960737,4.2910291586846085
3.52567294332817,3.52567294332817
3.1406299524482195,3.1406299524482195
4.229178163348545,5.255614258383616
2.9777452151600357,3.725970439320161
2.577158570328261,2.7710975308435937
3.0061131920803987,3.0061131920803987
5.134784897463556,5.638506185864385
2.3027430635465533,2.3027430635465533
3.6592824253170617,3.6592824253170617
5.273769083827463,5.788185382463761
2.8675697207501414,2.8675697207501414
3.6166143652608653,2.6488710513211666
1.3959923893356725,1.796928721776479
4.818433472157255,4.818433472157255
3.6009507037785355,3.6009507037785355
1.620284558907284,1.620284558907284
1.7667780746915778,1.7667780746915778
3.654937492670321,3.654937492670321
4.223867578783418,4.223867578783418
5.204906718114268,5.204906718114268
6.213829619715951,6.213829619715951
4.602951885106413,4.8484885238512465
2.238159203642671,3.478273609539451
2.548679285473652,2.548679285473652
6.7612249339617945,6.7612249339617945
5.3513429574917115,6.0496053548925035
3.386867008934118,3.386867008934118
3.448570072426327,3.773487029315949
3.4470515509279487,3.4470515509279487
1.758887389484265,1.758887389484265
2.1234777426547207,3.078793083790251
2.72920969821908,2.72920969821908
6.090547680381348,6.491938826861029
3.790711262335992,3.790711262335992
5.436689634680539,5.436689634680539
4.005091608308051,4.666175320274581
4.5007444886764105,4.5007444886764105
4.891491369655392,4.891491369655392
3.9107594281720965,3.9107594281720965
2.190203512275426,2.190203512275426
3.0777705875113726,3.0777705875113726
5.629674744658938,5.629674744658938
4.732831947087698,4.732831947087698
2.154256606367814,2.154256606367814
4.501584140503859,4.501584140503859
5.6280843901498745,5.340867840993098
4.506297281901889,4.506297281901889
3.1254140055671877,3.1254140055671877
4.885453322338594,4.885453322338594
5.039139586066076,5.039139586066076
3.2004430236089556,3.2004430236089556
2.777300732151185,2.777300732151185
2.903948813747438,2.903948813747438
2.973923172940146,2.973923172940146
4.320146883709528,4.320146883709528
4.937330185793762,4.874908797742097
5.9566625737778605,5.9566625737778605
3.335664651160593,3.335664651160593
5.149603937504701,5.149603937504701
4.762893272030834,6.16444074081155
4.725462101242495,4.725462101242495
2.05328233823483,2.05328233823483
5.286123076467966,5.6577157781518235
1.8478987471756128,1.8478987471756128
4.596237031450345,4.596237031450345
3.4891736945810017,3.4891736945810017
1.567731380285915,1.567731380285915
3.6742776464303075,3.6742776464303075
1.9550892092085206,1.9550892092085206
3.153429853041146,3.153429853041146
5.964578389818388,5.964578389818388
3.5877371491811445,3.5877371491811445
3.8092466461143575,3.467617796135839
3.2242197721609913,3.2242197721609913
3.3529653583640204,3.3529653583640204
4.081228975858963,4.081228975858963
2.4905934091416078,2.4905934091416078
2.1118856127140098,2.1118856127140098
3.774198305456919,3.0673873621863965
4.740407383197136,4.740407383197136
2.668717251457488,2.668717251457488
3.3855729790880007,1.82443323049364
3.870782459048482,3.870782459048482
2.9905586372777417,2.9905586372777417
4.14468565128537,4.14468565128537
5.742977227081802,5.742977227081802
1.3693815304243233,1.3693815304243233
4.141365077437749,4.141365077437749
6.496466495257691,6.496466495257691
4.441397777624971,4.441397777624971
2.991045561588611,2.991045561588611
2.394013750108944,2.394013750108944
2.2646315816925395,2.2646315816925395
4.589231465490036,4.589231465490036
2.790496363837346,2.790496363837346
5.5263978842479045,5.5263978842479045
3.057121591131243,2.850222680018711
4.00112134501051,4.00112134501051
4.949982738264708,4.949982738264708
5.120190790782788,4.082638470351471
2.190203214922653,2.190203214922653
5.161774891793195,5.161774891793195
5.547495156014085,5.547495156014085
4.554743883682268,4.803865904087788
1.504223340087074,1.504223340087074
4.582725207408913,4.582725207408913
3.7910386242265295,2.5096971574436386
3.7118696162497633,3.7118696162497633
2.684880690345283,1.6294788967632539
3.0709981139189346,3.0709981139189346
3.062347212038704,3.062347212038704
2.0209315485782495,1.2533245441684673
5.744363073900947,5.744363073900947
2.750907854386358,3.1367137219551986
5.959496518501612,5.959496518501612
3.5890719211896167,3.5890719211896167
2.7291849269648756,2.7291849269648756
4.705217132472225,4.705217132472225
0.9853737628626813,0.9853737628626813
4.656470182061,5.143136603676685
6.486607203212648,6.486607203212648
2.5664836516719696,2.5664836516719696
4.802526444374676,3.2931923082537127
5.855601562178068,5.855601562178068
1.4349528356673407,1.4349528356673407
2.2423116363579148,2.2423116363579148
4.997734036106957,5.101683456737247
3.716997177381992,3.716997177381992
4.839071023674378,4.839071023674378
4.006150134381819,4.006150134381819
4.5478824917731995,4.5478824917731995
2.224468174260904,2.224468174260904
2.9721521899305086,2.9721521899305086
3.881286410230203,3.881286410230203
2.154178265615117,2.154178265615117
2.854347254901438,2.854347254901438
4.060240442944005,4.060240442944005
3.1964378275390244,3.1964378275390244
4.834299613097877,4.834299613097877
2.0573946554568656,2.467336631003601
3.5740848922922153,3.5740848922922153
2.6083520890813174,2.997367241799144
3.8443858417457477,3.8443858417457477
3.378383435447039,3.378383435447039
5.410563585298112,5.410563585298112
2.4230066065444005,2.4230066065444005
4.825253046812802,4.825253046812802
3.9601245820938344,4.860074642572658
4.152484105437522,4.457978135613225
5.307062924657653,5.307062924657653
3.621055943185209,3.621055943185209
2.758238844735802,2.758238844735802
1.7655469469927294,1.7655469469927294
1.2602150481652505,1.2602150481652505
5.5904660837064135,5.5904660837064135
2.7455069264045306,2.7455069264045306
2.940737001975248,2.940737001975248
3.0935982943220957,4.171448065310123
3.2758161543497692,2.4731230794178773
2.8611877488751594,2.8611877488751594
1.9024695870095378,1.9024695870095378
3.601176774903844,3.601176774903844
5.29148420508338,4.049024366040105
4.866293063356156,4.774415669216976
3.9513814754006966,3.9513814754006966
3.6251628786829384,3.6251628786829384
4.342709694416651,4.342709694416651
5.424360869209024,5.424360869209024
2.636983605831478,2.636983605831478
6.078254129366352,6.078254129366352
6.04637978978318,6.04637978978318
2.427559549304964,2.427559549304964
1.3783303385434649,1.3783303385434649
3.0213800110535116,3.0213800110535116
4.773833828046046,4.773833828046046
2.8447274402081555,2.8447274402081555
3.1096808651862076,3.1096808651862076
4.146470307924057,4.146470307924057
3.792476923950139,3.792476923950139
4.450222194721397,3.895936896381273
2.3884103079797248,2.3884103079797248
0.7954615244247473,0.7954615244247473
5.1394092673459735,5.071884545485044
2.5107026333311118,2.5107026333311118
5.758742562091385,5.758742562091385
2.4987553132993865,2.4987553132993865
4.276807044609579,4.073370291353373
2.8490037761804157,2.8490037761804157
3.8900632015267975,3.8900632015267975
2.8909829674694905,4.556430402863688
2.413698985051316,2.413698985051316
1.4475695359408463,1.4475695359408463
4.240134229272566,4.240134229272566
3.283801622235844,3.283801622235844
1.7796807133597994,3.171356657974492
3.984334839783414,3.984334839783414
3.4330225816905253,3.4330225816905253
5.171225770946756,5.171225770946756
2.543571824727132,2.543571824727132
2.411694288526531,2.411694288526531
4.447305799712387,4.447305799712387
5.236821548070138,5.236821548070138
4.251168214245885,4.251168214245885
4.039008221000758,4.039008221000758
4.809070988474221,4.809070988474221
3.264042508290744,3.264042508290744
2.148821662192094,2.148821662192094
4.265349140520387,4.265349140520387
6.156694539769857,6.156694539769857
3.7240663023329574,3.7240663023329574
5.136324528489275,5.136324528489275
2.3535652282056607,2.3535652282056607
4.532092480550311,4.532092480550311
3.0190214594998093,3.0190214594998093
5.401375979155773,5.401375979155773
2.963125580852132,2.963125580852132
3.080867606185497,3.080867606185497
5.580903575483882,5.580903575483882
1.985671750621296,1.985671750621296
3.152510777702474,2.1349555566790803
5.0925374903280956,5.0925374903280956
2.4618217146853145,2.4618217146853145
3.657379390548465,3.657379390548465
3.932822672540413,4.166597051243498
2.7001676013095017,2.7001676013095017
3.4947690575246506,3.851094723688744
1.436588640563754,2.189962235323667
3.3090405879846494,3.3090405879846494
2.141788878026115,2.141788878026115
3.978682021979755,3.978682021979755
2.963545130127174,2.963545130127174
4.262807284386929,4.262807284386929
5.10411895963904,5.10411895963904
2.2346095134477597,2.2346095134477597
2.890135497403804,2.890135497403804
3.158724471075794,3.158724471075794
5.250072069371419,4.725498608341466
4.257872304192574,4.257872304192574
5.215145781484211,5.215145781484211
6.020397305725169,6.020397305725169
6.046976159021562,6.046976159021562
4.56192278991622,4.56192278991622
6.385306356163321,6.385306356163321
4.252057003396253,4.128972561946144
2.400149375689012,2.400149375689012
4.40695831676727,5.733367188448653
3.8599439009143324,3.8599439009143324
3.9464508127463325,3.9464508127463325
3.4457151196150435,3.4457151196150435
3.828014205407139,3.828014205407139
3.6925391834036874,3.6925391834036874
3.5664464750757694,3.054802881789933
3.500932847920864,1.8506085927154305
3.8837745088296125,3.8837745088296125
2.324765662187808,2.324765662187808
3.435999284382973,3.435999284382973
2.9184440380434413,2.9184440380434413
5.398732597136197,4.974172104921633
3.372389534057897,2.3574943119773266
3.235775827626017,3.235775827626017
2.7842041143886447,2.7842041143886447
6.868342040078218,6.868342040078218
3.9192491468441055,3.9192491468441055
2.01723228090314,2.01723228090314
5.536296214098003,5.536296214098003
3.1521085050665425,2.357165208101243
4.160190192608985,4.160190192608985
4.816086963903917,4.816086963903917
4.056353238205011,5.01793071089886
3.438219419449986,3.438219419449986
2.383315206724143,2.383315206724143
3.3147692721074087,5.441359421621967
3.356771541574022,3.356771541574022
3.4094100958160696,3.4094100958160696
4.787197267037352,4.787197267037352
5.816463925047779,5.816463925047779
4.825681641458965,4.825681641458965
2.1489828429519493,3.8495980933668803
1.7954404124645111,1.7954404124645111
6.623458320908588,6.623458320908588
1.7491464610872236,1.7491464610872236
3.443039869244199,3.443039869244199
3.0091272200868495,3.0091272200868495
1.5669528974832458,2.580765760400227
3.9267808405271736,4.331788864220989
3.2298489065710214,3.2298489065710214
4.966860803682547,4.966860803682547
2.3274332092618435,2.3274332092618435
3.374644345183106,1.9446977346242025
4.219081614443847,3.4600558563595696
3.681482861159309,3.681482861159309
3.451089715081421,3.451089715081421
2.942598022773025,2.942598022773025
4.0934657570276265,4.0934657570276265
4.581176061199384,4.581176061199384
4.036347263497208,4.119657673604964
5.23520260416044,5.23520260416044
4.356044217979355,4.356044217979355
3.3431718312870258,2.9013716199705244
2.987644166830261,1.5684460495622061
0.7489528061039661,0.7489528061039661
5.059289073835289,3.6690450978210074
3.3778124583765523,3.3778124583765523
5.4764869921420445,5.4764869921420445
2.3629543192557887,2.3629543192557887
2.3419302981098005,2.3419302981098005
3.7177845423369384,3.7177845423369384
3.37003826834617,3.37003826834617
4.633248166081173,4.633248166081173
3.06283977273567,3.06283977273567
3.9649075571623107,3.9649075571623107
6.080169142978687,6.17379632909798
2.1146878610495237,2.1146878610495237
3.437133778898464,3.437133778898464
4.039557455985161,4.039557455985161
2.185022830186282,2.185022830186282
2.977958667783084,1.9386704588028025
3.907666694696425,3.907666694696425
1.8461272830073419,1.8461272830073419
2.507639152222934,2.507639152222934
3.4452842094271845,3.4452842094271845
2.7109664092955597,4.495433237535173
2.3536501553509814,2.3536501553509814
4.008637329396152,4.008637329396152
3.462977110125768,3.462977110125768
4.0985509404586695,3.423579805823915
3.7478314604138476,4.291270208991148
3.081225440854657,3.081225440854657
5.439956037359904,5.630460066458828
4.025614508387172,4.025614508387172
1.7733886077380483,1.7733886077380483
2.3383903567874413,2.3383903567874413
0.9173006715025285,0.9173006715025285
4.65641255014827,4.65641255014827
1.9102841614423933,1.9102841614423933
5.578633524277602,5.578633524277602
2.997713179164782,1.3921496919709515
2.5553957950251034,2.5553957950251034
3.077036651290974,3.077036651290974
4.817437942757638,4.817437942757638
5.2784883499929505,5.66789376977346
2.8037129799358986,2.8037129799358986
4.727382867108155,4.573959845155414
3.729645527788244,3.729645527788244
4.603984753298377,4.603984753298377
6.122264642420795,5.833496753067379
4.036063610223634,4.036063610223634
5.400349828648183,5.400349828648183
3.026784900397086,4.230673619835263
2.791019119356125,2.791019119356125
2.542470419129816,1.487515371058631
4.847644030743096,4.847644030743096
6.754401907987384,6.754401907987384
3.3321561974345664,3.3321561974345664
3.053226931536245,3.053226931536245
2.5859048935804205,2.5859048935804205
4.120843858994179,3.738186116705138
2.675436645774263,2.675436645774263
4.5134607918833,4.5134607918833
4.299029060227419,4.299029060227419
3.1943005782994742,3.1943005782994742
3.0385582259103,3.0385582259103
3.5601339736006663,3.5601339736006663
4.987587828701588,3.738698249335242
3.149806884632817,3.149806884632817
4.707822289510096,4.626437704803708
3.1743293686387495,3.1743293686387495
5.539050428957852,3.99386226376445
5.3408092889713314,5.3408092889713314
3.312224421118401,3.312224421118401
1.4170116742898933,1.4170116742898933
2.5752412088918324,2.5752412088918324
4.103988418202443,4.103988418202443
3.435123233154612,3.435123233154612
2.468292286260751,2.468292286260751
3.831305962595786,3.831305962595786
3.1887148369593374,5.2952087529816545
2.2481339477680202,2.2481339477680202
5.0416389724248365,5.0416389724248365
5.29038233128121,5.29038233128121
3.8579237135171964,3.8579237135171964
3.5633816894854036,3.5633816894854036
2.733749972579768,2.733749972579768
4.730489278994637,4.730489278994637
2.8339571112488606,4.041842858669819
3.0922896680075613,3.0922896680075613
1.714003350409231,1.714003350409231
4.805628811345007,4.805628811345007
3.4010906514120878,3.4010906514120878
5.935276103954093,6.125272643440799
2.6757078561576053,2.6757078561576053
1.692914341934615,1.692914341934615
5.196857800136051,5.196857800136051
2.7315596925204813,2.7315596925204813
6.6733773617170415,6.6733773617170415
6.577083304807635,6.577083304807635
1.8081589289249735,1.4989404519676373
1.5817616253351332,1.5817616253351332
2.940247513178959,2.940247513178959
5.411275061790427,5.411275061790427
5.933027765451361,5.477188333573336
3.4135679299573853,3.4135679299573853
3.5677326885962337,3.5677326885962337
2.33455642912235,2.33455642912235
5.401079642438232,5.401079642438232
4.682071273769752,4.682071273769752
5.434922482873243,5.434922482873243
5.217937778314884,5.6793053821996535
5.305924427201199,5.305924427201199
3.1619930345848397,3.1619930345848397
3.6019311594677874,3.6019311594677874
